,rank,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,avg_price,revenue
6650,7491,Dragon Ball Z: Sagas,gc,2005,fighting,Atari,0.16,0.04,0.0,0.01,0.21,33.64,7064400.0
6651,7492,Kung Fu Rider,ps3,2010,action,Sony Computer Entertainment,0.06,0.1,0.01,0.04,0.21,14.67,3080700.0
6652,7493,Jikkyou Powerful Pro Yakyuu 2012,ps3,2012,action,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21,14.67,3080700.0
6653,7494,X2: Wolverine's Revenge,xb,2003,platform,Activision,0.15,0.04,0.0,0.01,0.21,9.99,2097900.0
6654,7495,Power Rangers: Wild Force,gba,2002,action,THQ,0.15,0.05,0.0,0.0,0.21,17.94,3767400.0000000005
6655,7496,The Wolf Among Us,ps4,2014,adventure,Telltale Games,0.1,0.07,0.0,0.03,0.21,22.21,4664100.0
6656,7497,Thrillville,psp,2006,strategy,Atari,0.18,0.0,0.0,0.02,0.2,16.18,3236000.0
6657,7498,Battle of Giants: Dinosaurs Strike,wii,2010,strategy,Ubisoft,0.15,0.04,0.0,0.02,0.2,10.18,2036000.0
6658,7499,Attack on Titan (KOEI),ps4,2016,action,Tecmo Koei,0.02,0.06,0.11,0.02,0.2,22.21,4442000.0
6659,7500,The King of Fighters '95,ng,1995,fighting,SNK,0.0,0.0,0.2,0.0,0.2,71.75,14350000.000000002
6660,7501,Discovery Kids: Pony Paradise,ds,2009,simulation,505 Games,0.19,0.0,0.0,0.01,0.2,12.99,2598000.0000000005
6661,7503,Cabela's North American Adventures,wii,2010,sports,Activision,0.19,0.0,0.0,0.01,0.2,10.18,2036000.0
6662,7504,Enchanted Arms,ps3,2007,role-playing,Ubisoft,0.17,0.01,0.0,0.02,0.2,14.67,2934000.0
6663,7505,Beyblade G-Revolution,gba,2004,action,Atari,0.15,0.05,0.0,0.0,0.2,17.94,3588000.0000000005
6664,7506,WWE All Stars,wii,2011,fighting,THQ,0.11,0.07,0.0,0.02,0.2,10.18,2036000.0
6665,7507,Trade & Battle: Card Hero,gb,2000,strategy,Nintendo,0.0,0.0,0.2,0.0,0.2,26.29,5258000.0
6666,7510,Chronicles of Mystery: Curse of the Ancient Temple,ds,2009,adventure,City Interactive,0.07,0.11,0.0,0.02,0.2,12.99,2598000.0000000005
6667,7511,NBA Live 15,xone,2014,sports,Electronic Arts,0.17,0.02,0.0,0.02,0.2,12.68,2536000.0
6668,7512,Capcom Fighting Evolution,ps2,2004,fighting,Capcom,0.1,0.08,0.0,0.03,0.2,13.45,2690000.0
6669,7513,Frogger 3D,3ds,2011,action,Konami Digital Entertainment,0.16,0.03,0.0,0.01,0.2,24.34,4868000.0
6670,7514,SD Gundam GNext,snes,1995,strategy,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,45.28,9056000.000000002
6671,7515,Backyard NFL Football 2006,ps2,2005,sports,Atari,0.1,0.08,0.0,0.03,0.2,13.45,2690000.0
6672,7516,NASCAR Heat 2002,xb,2001,racing,Infogrames,0.15,0.04,0.0,0.01,0.2,9.99,1998000.0000000002
6673,7517,Planet 51,wii,2009,action,Sega,0.17,0.02,0.0,0.02,0.2,10.18,2036000.0
6674,7518,Sloane to MacHale no Nazo no Monogatari,ds,2009,puzzle,Level 5,0.0,0.0,0.2,0.0,0.2,12.99,2598000.0000000005
6675,7519,DarkStar One: Broken Alliance,x360,2010,simulation,Kalypso Media,0.11,0.08,0.0,0.02,0.2,11.94,2388000.0
6676,7520,My Fitness Coach 2: Exercise and Nutrition,wii,2009,sports,Black Bean Games,0.14,0.04,0.0,0.02,0.2,10.18,2036000.0
6677,7521,Sengoku Basara 2 Heroes,ps2,2007,action,Capcom,0.0,0.0,0.2,0.0,0.2,13.45,2690000.0
6678,7523,Two Worlds II,pc,2011,role-playing,Unknown,0.09,0.09,0.0,0.03,0.2,13.28,2656000.0
6679,7524,Suikoden Tactics,ps2,2005,strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.02,0.2,13.45,2690000.0
6680,7525,NCAA March Madness 06,xb,2005,sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,9.99,1998000.0000000002
6681,7526,Major League Baseball 2K11,ps3,2011,sports,Take-Two Interactive,0.15,0.03,0.0,0.02,0.2,14.67,2934000.0
6682,7527,Mobile Suit Gundam: Crossfire,ps3,2006,simulation,Namco Bandai Games,0.06,0.0,0.14,0.01,0.2,14.67,2934000.0
6683,7528,Phantasy Star Online,dc,2000,role-playing,Sega,0.0,0.0,0.2,0.0,0.2,24.32,4864000.000000001
6684,7529,Crazy Taxi 3: High Roller,xb,2002,racing,Sega,0.14,0.04,0.02,0.01,0.2,9.99,1998000.0000000002
6685,7530,Dark Messiah of Might and Magic Elements,x360,2008,role-playing,Ubisoft,0.16,0.02,0.01,0.02,0.2,11.94,2388000.0
6686,7532,Midnight Club 3: DUB Edition Remix,xb,2006,racing,Take-Two Interactive,0.15,0.04,0.0,0.01,0.2,9.99,1998000.0000000002
6687,7533,International Superstar Soccer 2000,ps2,2000,sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,13.45,2690000.0
6688,7534,"Warhammer 40,000: Space Marine",pc,2011,shooter,THQ,0.09,0.09,0.0,0.03,0.2,13.28,2656000.0
6689,7537,Drift King Shutokou Battle '94,snes,1994,racing,BPS,0.0,0.0,0.2,0.0,0.2,45.28,9056000.000000002
6690,7538,Shining Blade,psp,2012,role-playing,Sega,0.0,0.0,0.2,0.0,0.2,16.18,3236000.0
6691,7539,Fairy Fencer F,ps3,2013,role-playing,Nippon Ichi Software,0.05,0.05,0.09,0.02,0.2,14.67,2934000.0
6692,7540,Atelier Shallie: Alchemists of the Dusk Sea,ps3,2014,role-playing,Tecmo Koei,0.06,0.05,0.08,0.02,0.2,14.67,2934000.0
6693,7542,PBR: Out of the Chute,ps2,2008,sports,Crave Entertainment,0.1,0.08,0.0,0.03,0.2,13.45,2690000.0
6694,7543,The King of Fighters Collection: The Orochi Saga,ps2,2006,fighting,Ignition Entertainment,0.1,0.08,0.0,0.03,0.2,13.45,2690000.0
6695,7544,Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,ps2,2003,sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,13.45,2690000.0
6696,7545,Arcana Heart 3,ps3,2011,fighting,PQube,0.04,0.05,0.1,0.02,0.2,14.67,2934000.0
6697,7546,Tekken 3D: Prime Edition,3ds,2012,fighting,Nintendo,0.06,0.08,0.05,0.01,0.2,24.34,4868000.0
6698,7549,MLB 10: The Show,psp,2010,sports,Sony Computer Entertainment,0.19,0.0,0.0,0.02,0.2,16.18,3236000.0
6699,7550,State of Decay,xone,2015,strategy,Microsoft Game Studios,0.14,0.05,0.0,0.02,0.2,12.68,2536000.0
6700,7551,Ashes Cricket 2009,x360,2009,sports,Codemasters,0.0,0.19,0.0,0.01,0.2,11.94,2388000.0
6701,7552,Saturday Night Speedway,ps2,2004,racing,Play It,0.1,0.08,0.0,0.03,0.2,13.45,2690000.0
6702,7554,Langrisser III,sat,1996,strategy,NCS,0.0,0.0,0.2,0.0,0.2,40.47,8093999.999999999
6703,7555,Samurai Spirits (CD),ng,1994,fighting,SNK,0.0,0.0,0.2,0.0,0.2,71.75,14350000.000000002
6704,7556,MLB SlugFest 20-03,xb,2002,sports,Midway Games,0.15,0.04,0.0,0.01,0.2,9.99,1998000.0000000002
6705,7557,Dragon Ball: Revenge of King Piccolo,wii,2009,action,Namco Bandai Games,0.13,0.03,0.03,0.02,0.2,10.18,2036000.0
6706,7558,Spectrobes: Origins,wii,2009,role-playing,Disney Interactive Studios,0.16,0.02,0.0,0.02,0.2,10.18,2036000.0
6707,7559,Earth Defense Force: Insect Armageddon,ps3,2011,shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2,14.67,2934000.0
6708,7560,Pitfall: The Lost Expedition,ps2,2004,platform,Activision,0.1,0.08,0.0,0.03,0.2,13.45,2690000.0
6709,7561,Marvel: Ultimate Alliance 2,ds,2009,role-playing,Activision,0.16,0.03,0.0,0.02,0.2,12.99,2598000.0000000005
6710,7562,From TV Animation One Piece: Grand Battle! 3,gc,2003,fighting,Namco Bandai Games,0.0,0.0,0.2,0.01,0.2,33.64,6728000.000000001
6711,7563,Assassin's Creed Syndicate,pc,2015,action,Ubisoft,0.1,0.08,0.0,0.02,0.2,13.28,2656000.0
6712,7564,Rocket Power: Zero Gravity Zone,gba,2003,sports,THQ,0.14,0.05,0.0,0.0,0.2,17.94,3588000.0000000005
6713,7565,Le Mans 24 Hours,ps2,2001,racing,Infogrames,0.09,0.07,0.02,0.02,0.2,13.45,2690000.0
6714,7566,XCOM 2,pc,2016,strategy,Take-Two Interactive,0.09,0.1,0.0,0.02,0.2,13.28,2656000.0
6715,7567,International Cricket 2010,ps3,2010,sports,Codemasters,0.0,0.15,0.0,0.05,0.2,14.67,2934000.0
6716,7568,ESPN MLB Baseball,ps2,2004,sports,Sega,0.1,0.08,0.0,0.03,0.2,13.45,2690000.0
6717,7570,All Star Pro-Wrestling,ps2,2000,fighting,SquareSoft,0.0,0.0,0.2,0.0,0.2,13.45,2690000.0
6718,7571,Way of the Samurai 4,ps3,2011,action,Nippon Ichi Software,0.0,0.03,0.16,0.01,0.2,14.67,2934000.0
6719,7572,Clive Barker's Jericho,ps3,2007,shooter,Codemasters,0.17,0.01,0.0,0.02,0.2,14.67,2934000.0
6720,7573,Harvest Moon: More Friends of Mineral Town,gba,2003,simulation,Ubisoft,0.14,0.05,0.0,0.0,0.2,17.94,3588000.0000000005
6721,7574,Captain America: Super Soldier,ps3,2011,action,Sega,0.1,0.07,0.0,0.03,0.2,14.67,2934000.0
6722,7575,MLB 12: The Show,psv,2012,sports,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,46.26,9252000.0
6723,7576,The Fairly Odd Parents: Shadow Showdown,gc,2004,platform,THQ,0.16,0.04,0.0,0.01,0.2,33.64,6728000.000000001
6724,7577,NHL 17,ps4,2016,sports,Electronic Arts,0.13,0.04,0.0,0.04,0.2,22.21,4442000.0
6725,7578,Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,sat,1996,shooter,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,40.47,8093999.999999999
6726,7579,Camping Mama: Outdoor Adventures,ds,2011,simulation,505 Games,0.13,0.06,0.0,0.02,0.2,12.99,2598000.0000000005
6727,7580,Kurohyou 2: Ryu ga Gotoku Ashura Hen,psp,2012,action,Sega,0.0,0.0,0.2,0.0,0.2,16.18,3236000.0
6728,7581,NBA 2K2,xb,2002,sports,Sega,0.15,0.04,0.0,0.01,0.2,9.99,1998000.0000000002
6729,7582,X2: Wolverine's Revenge,gba,2003,platform,Activision,0.14,0.05,0.0,0.0,0.2,17.94,3588000.0000000005
6730,7583,7th Dragon 2020,psp,2011,role-playing,Sega,0.0,0.0,0.2,0.0,0.2,16.18,3236000.0
6731,7584,Cars,xb,2006,racing,THQ,0.15,0.04,0.0,0.01,0.2,9.99,1998000.0000000002
6732,7586,Imagine: Babyz Fashion,ds,2009,simulation,Ubisoft,0.19,0.0,0.0,0.01,0.2,12.99,2598000.0000000005
6733,7587,Spy Hunter,gc,2002,racing,Midway Games,0.16,0.04,0.0,0.01,0.2,33.64,6728000.000000001
6734,7588,Warriors Orochi,psp,2008,action,Tecmo Koei,0.02,0.0,0.18,0.0,0.2,16.18,3236000.0
6735,7589,Dead to Rights II,ps2,2005,shooter,Electronic Arts,0.1,0.08,0.0,0.03,0.2,13.45,2690000.0
6736,7590,Super Dodge Ball Advance,gba,2001,sports,Ubisoft,0.14,0.05,0.0,0.0,0.2,17.94,3588000.0000000005
6737,7591,Ogre Battle Saga Episode Five: The March of the Black Queen,ps,1996,role-playing,ArtDink,0.06,0.04,0.09,0.01,0.2,15.92,3184000.0
6738,7592,Ridge Racer 6,x360,2005,racing,Namco Bandai Games,0.1,0.02,0.07,0.01,0.2,11.94,2388000.0
6739,7593,Angry Birds Star Wars,ps4,2013,strategy,Activision,0.1,0.08,0.0,0.03,0.2,22.21,4442000.0
6740,7596,Treasure World,ds,2009,simulation,Aspyr,0.19,0.0,0.0,0.01,0.2,12.99,2598000.0000000005
6741,7597,Front Mission Evolved,x360,2010,shooter,Square Enix,0.1,0.07,0.02,0.02,0.2,11.94,2388000.0
6742,7599,MDK,ps,1997,shooter,Interplay,0.11,0.08,0.0,0.01,0.2,15.92,3184000.0
6743,7600,Monster Jam,x360,2007,racing,Activision,0.18,0.0,0.0,0.02,0.2,11.94,2388000.0
6744,7601,Afro Samurai,ps3,2009,action,Atari,0.12,0.05,0.0,0.03,0.2,14.67,2934000.0
6745,7603,Zone of the Enders HD Collection,x360,2012,simulation,Konami Digital Entertainment,0.14,0.04,0.01,0.02,0.2,11.94,2388000.0
6746,7604,Ty the Tasmanian Tiger 2: Bush Rescue,gc,2004,platform,Electronic Arts,0.15,0.04,0.0,0.01,0.2,33.64,6728000.000000001
6747,7605,Speed Punks,ps,1998,racing,Sony Computer Entertainment,0.11,0.08,0.0,0.01,0.2,15.92,3184000.0
6748,7606,The Legend of Heroes VII: The Trail of Blue,psp,2011,role-playing,Falcom Corporation,0.0,0.0,0.2,0.0,0.2,16.18,3236000.0
6749,7607,No More Heroes: Heroes' Paradise,ps3,2010,action,Konami Digital Entertainment,0.1,0.04,0.04,0.02,0.2,14.67,2934000.0
6750,7608,Mahjongg Mysteries: Ancient Egypt,ds,2010,puzzle,Avanquest,0.07,0.11,0.0,0.02,0.2,12.99,2598000.0000000005
6751,7609,Saints Row IV,xone,2015,action,Deep Silver,0.1,0.09,0.0,0.02,0.2,12.68,2536000.0
6752,7610,Injustice: Gods Among Us,wiiu,2013,fighting,Warner Bros. Interactive Entertainment,0.1,0.08,0.0,0.02,0.2,19.59,3918000.0
6753,7611,MVP Baseball 2003,xb,2003,sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,9.99,1998000.0000000002
6754,7612,CSI: Unsolved!,ds,2010,adventure,Ubisoft,0.13,0.06,0.0,0.02,0.2,12.99,2598000.0000000005
6755,7613,Star Wars: Battlefront,pc,2004,shooter,LucasArts,0.06,0.12,0.0,0.02,0.2,13.28,2656000.0
6756,7614,NCAA Final Four 2004,ps2,2003,sports,Sony Computer Entertainment,0.1,0.08,0.0,0.03,0.2,13.45,2690000.0
6757,7615,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",xb,2005,action,Disney Interactive Studios,0.15,0.04,0.0,0.01,0.2,9.99,1998000.0000000002
6758,7616,Tigger's Honey Hunt,n64,2000,platform,Ubisoft,0.16,0.04,0.0,0.0,0.2,32.69,6538000.0
6759,7618,Roadsters 99,n64,1999,racing,Titus,0.06,0.13,0.0,0.01,0.2,32.69,6538000.0
6760,7619,Magical Tetris Challenge,n64,1997,puzzle,Activision,0.13,0.02,0.05,0.0,0.2,32.69,6538000.0
6761,7620,Twisted Edge Extreme Snowboarding,n64,1998,sports,Kemco,0.16,0.04,0.0,0.0,0.2,32.69,6538000.0
6762,7621,Disney's Tarzan,n64,2000,platform,Activision,0.16,0.04,0.0,0.0,0.2,32.69,6538000.0
6763,7622,South Park Rally,n64,2000,racing,Acclaim Entertainment,0.16,0.04,0.0,0.0,0.2,32.69,6538000.0
6764,7623,Body Harvest,n64,1998,shooter,Gremlin Interactive Ltd,0.16,0.04,0.0,0.0,0.2,32.69,6538000.0
6765,7624,San Francisco Rush 2049,n64,2000,racing,Midway Games,0.16,0.04,0.0,0.0,0.2,32.69,6538000.0
6766,7625,Super Robot Taisen 64,n64,1999,strategy,Banpresto,0.0,0.0,0.2,0.0,0.2,32.69,6538000.0
6767,7626,Snowboard Kids,n64,1996,sports,Atlus,0.16,0.04,0.0,0.0,0.2,32.69,6538000.0
6768,7627,NBA 07,psp,2006,sports,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,16.18,3236000.0
6769,7628,IHRA Drag Racing 2004,xb,2003,racing,Bethesda Softworks,0.15,0.04,0.0,0.01,0.2,9.99,1998000.0000000002
6770,7629,Shining Hearts,psp,2010,role-playing,Sega,0.0,0.0,0.2,0.0,0.2,16.18,3236000.0
6771,7630,Magical ZhuZhu Princess: Carriages & Castles,ds,2011,simulation,Activision,0.14,0.04,0.0,0.02,0.2,12.99,2598000.0000000005
6772,7631,Code of Princess,3ds,2012,action,Agatsuma Entertainment,0.16,0.0,0.03,0.01,0.2,24.34,4868000.0
6773,7632,Tomb Raider: Underworld,ds,2008,action,Eidos Interactive,0.16,0.03,0.0,0.02,0.2,12.99,2598000.0000000005
6774,7633,The Con,psp,2005,fighting,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,16.18,3236000.0
6775,7634,Tony Hawk's Pro Skater 5,ps4,2015,sports,Activision,0.09,0.08,0.0,0.03,0.2,22.21,4442000.0
6776,7637,Ford Racing Off Road,ps2,2008,racing,Xplosiv,0.1,0.08,0.0,0.03,0.2,13.45,2690000.0
6777,7638,The Witch and the Hundred Knight,ps3,2013,role-playing,Nippon Ichi Software,0.06,0.02,0.1,0.01,0.2,14.67,2934000.0
6778,7639,Nobunaga no Yabou: Reppuuden,ps,1999,strategy,Tecmo Koei,0.0,0.0,0.19,0.01,0.2,15.92,3184000.0
6779,7640,Hot Wheels: Track Attack,wii,2010,racing,THQ,0.15,0.04,0.0,0.01,0.2,10.18,2036000.0
6780,7642,UFC Personal Trainer: The Ultimate Fitness System,ps3,2011,sports,THQ,0.08,0.09,0.0,0.04,0.2,14.67,2934000.0
6781,7643,Total War: Shogun 2 - Fall of the Samurai,pc,2012,strategy,Sega,0.07,0.1,0.0,0.03,0.2,13.28,2656000.0
6782,7644,The BIGS 2,ps2,2009,sports,Take-Two Interactive,0.1,0.08,0.0,0.03,0.2,13.45,2690000.0
6783,7645,Mat Hoffman's Pro BMX 2,xb,2002,sports,Activision,0.15,0.04,0.0,0.01,0.2,9.99,1998000.0000000002
6784,7646,Treasure Hunter G,snes,1996,role-playing,SquareSoft,0.0,0.0,0.2,0.0,0.2,45.28,9056000.000000002
6785,7647,Untold Legends: Dark Kingdom,ps3,2006,role-playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2,14.67,2934000.0
6786,7648,From Russia With Love,xb,2005,action,Electronic Arts,0.15,0.04,0.0,0.01,0.2,9.99,1998000.0000000002
6787,7649,Wing Arms,sat,1994,shooter,Sega,0.0,0.0,0.2,0.0,0.2,40.47,8093999.999999999
6788,7651,Pro Yaky? Spirits 2013,ps3,2013,sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,14.67,2934000.0
6789,7652,We Wish You A Merry Christmas,wii,2009,action,Destineer,0.14,0.04,0.0,0.02,0.2,10.18,2036000.0
6790,7653,BioShock The Collection,ps4,2016,shooter,Take-Two Interactive,0.05,0.11,0.01,0.03,0.2,22.21,4442000.0
6791,7654,DanceDanceRevolution,ps3,2010,simulation,Konami Digital Entertainment,0.12,0.05,0.0,0.02,0.2,14.67,2934000.0
6792,7655,Cabela's Big Game Hunter (2008),ps2,2007,sports,Activision Value,0.1,0.08,0.0,0.03,0.2,13.45,2690000.0
6793,7656,Grandia II,dc,2000,role-playing,Ubisoft,0.0,0.0,0.2,0.0,0.2,24.32,4864000.000000001
6794,7659,UFC Personal Trainer: The Ultimate Fitness System,wii,2011,sports,THQ,0.12,0.06,0.0,0.02,0.2,10.18,2036000.0
6795,7660,How to Train Your Dragon 2,x360,2014,adventure,Little Orbit,0.05,0.13,0.0,0.02,0.2,11.94,2388000.0
6796,7661,Shark Tale,xb,2004,action,Activision,0.15,0.04,0.0,0.01,0.2,9.99,1998000.0000000002
6797,7662,NFL Street 2,gc,2004,sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,33.64,6728000.000000001
6798,7663,Pro Yaky? Spirits 2013,psp,2013,sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,16.18,3236000.0
6799,7664,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,ps2,2005,action,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.2,13.45,2690000.0
6800,7666,Soldier of Fortune: Payback,x360,2007,shooter,Activision,0.18,0.01,0.0,0.01,0.2,11.94,2388000.0
6801,7667,Ridge Racer,psv,2011,racing,Namco Bandai Games,0.04,0.08,0.05,0.03,0.2,46.26,9252000.0
6802,7668,Bleach: The 3rd Phantom,ds,2008,role-playing,Sega,0.1,0.02,0.07,0.01,0.2,12.99,2598000.0000000005
6803,7669,Gladius,ps2,2003,strategy,Activision,0.1,0.08,0.0,0.03,0.2,13.45,2690000.0
6804,7671,Dave Mirra Freestyle BMX 2,xb,2001,sports,Acclaim Entertainment,0.15,0.04,0.0,0.01,0.2,9.99,1998000.0000000002
6805,7672,Spore Hero Arena,ds,2009,simulation,Electronic Arts,0.18,0.0,0.0,0.01,0.2,12.99,2598000.0000000005
6806,7673,Pro Yaky? Spirits 2012,psp,2012,sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,16.18,3236000.0
6807,7674,Puzzle & Dragons X: God Chapter / Dragon Chapter,3ds,2016,action,GungHo,0.0,0.0,0.2,0.0,0.2,24.34,4868000.0
6808,7675,SpongeBob SquarePants: Revenge of the Flying Dutchman,gc,2002,platform,THQ,0.15,0.04,0.0,0.01,0.2,33.64,6728000.000000001
6809,7676,Record of Agarest War,x360,2008,role-playing,Compile Heart,0.18,0.0,0.01,0.01,0.2,11.94,2388000.0
6810,7677,Baja: Edge of Control,x360,2008,racing,THQ,0.12,0.06,0.0,0.02,0.2,11.94,2388000.0
6811,7678,Sid Meier's Pirates!,psp,2007,strategy,Take-Two Interactive,0.16,0.01,0.0,0.02,0.2,16.18,3236000.0
6812,7682,Harry Potter and the Goblet of Fire,psp,2005,action,Electronic Arts,0.17,0.01,0.0,0.02,0.2,16.18,3236000.0
6813,7683,Bust-A-Move 2 Arcade Edition,ps,1995,puzzle,Acclaim Entertainment,0.11,0.07,0.0,0.01,0.2,15.92,3184000.0
6814,7684,South Park: The Stick of Truth,pc,2014,role-playing,Ubisoft,0.07,0.1,0.0,0.02,0.2,13.28,2656000.0
6815,7685,Tom Clancy's Splinter Cell: Essentials,psp,2006,shooter,Ubisoft,0.17,0.01,0.0,0.02,0.2,16.18,3236000.0
6816,7686,Tetris Worlds (Online Edition),xb,2003,puzzle,THQ,0.15,0.04,0.0,0.01,0.2,9.99,1998000.0000000002
6817,7687,Armored Core 4,ps3,2006,simulation,505 Games,0.09,0.0,0.09,0.01,0.2,14.67,2934000.0
6818,7688,Sleeping Dogs,xone,2014,action,Square Enix,0.1,0.09,0.0,0.02,0.2,12.68,2536000.0
6819,7689,Forgotten Realms: Demon Stone,ps2,2004,action,Atari,0.1,0.08,0.0,0.03,0.2,13.45,2690000.0
6820,7690,Super Baseball Simulator 1.000,snes,1991,sports,Culture Brain,0.0,0.0,0.2,0.0,0.2,45.28,9056000.000000002
6821,7691,Barbie Horse Adventures: Riding Camp,wii,2008,sports,Activision,0.18,0.0,0.0,0.01,0.2,10.18,2036000.0
6822,7692,Resident Evil: Revelations,wiiu,2013,action,Capcom,0.07,0.08,0.03,0.01,0.2,19.59,3918000.0
6823,7693,Go Play: Lumberjacks,wii,2009,simulation,Majesco Entertainment,0.18,0.0,0.0,0.01,0.2,10.18,2036000.0
6824,7694,Looney Tunes: Space Race,ps2,2002,racing,Infogrames,0.1,0.08,0.0,0.03,0.2,13.45,2690000.0
6825,7695,Puzzle Challenge: Crosswords and More!,psp,2006,puzzle,Crave Entertainment,0.18,0.0,0.0,0.01,0.2,16.18,3236000.0
6826,7696,NASCAR Unleashed,wii,2011,racing,Activision,0.18,0.0,0.0,0.01,0.2,10.18,2036000.0
6827,7697,Backyard Hockey,gba,2003,sports,Atari,0.14,0.05,0.0,0.0,0.2,17.94,3588000.0000000005
6828,7698,Playboy: The Mansion,ps2,2005,simulation,Ubisoft,0.1,0.08,0.0,0.03,0.2,13.45,2690000.0
6829,7699,Jikkyou Powerful Pro Yakyuu 2010,psp,2010,sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,16.18,3236000.0
6830,7700,Shiren the Wanderer,wii,2008,role-playing,Sega,0.08,0.0,0.11,0.01,0.2,10.18,2036000.0
6831,7701,Ore no Shikabane o Koete Yuke,psp,2011,role-playing,Sony Computer Entertainment,0.0,0.0,0.2,0.0,0.2,16.18,3236000.0
6832,7702,Shaman King: Spirit of Shamans,ps,2002,action,Namco Bandai Games,0.0,0.0,0.18,0.01,0.2,15.92,3184000.0
6833,7703,Tiger Woods PGA Tour 06,psp,2005,sports,Electronic Arts,0.18,0.0,0.0,0.01,0.2,16.18,3236000.0
6834,7704,Conan,x360,2007,action,THQ,0.16,0.02,0.0,0.02,0.2,11.94,2388000.0
6835,7705,Ratatouille,gba,2007,action,THQ,0.14,0.05,0.0,0.0,0.2,17.94,3588000.0000000005
6836,7706,The Fairly Odd Parents: Enter the Cleft,gba,2002,platform,THQ,0.14,0.05,0.0,0.0,0.2,17.94,3588000.0000000005
6837,7707,Warriors Orochi,x360,2007,action,Tecmo Koei,0.17,0.01,0.0,0.02,0.2,11.94,2388000.0
6838,7709,The Thing,xb,2002,adventure,Vivendi Games,0.15,0.04,0.0,0.01,0.2,9.99,1998000.0000000002
6839,7710,Tom and Jerry in House Trap,ps,2000,action,Ubisoft,0.11,0.07,0.0,0.01,0.2,15.92,3184000.0
6840,7711,Power Rangers: Time Force,gba,2001,action,THQ,0.14,0.05,0.0,0.0,0.2,17.94,3588000.0000000005
6841,7712,101-in-1 Explosive Megamix,ds,2008,puzzle,Nordcurrent,0.05,0.13,0.0,0.02,0.2,12.99,2598000.0000000005
6842,7713,X-Men Origins: Wolverine,ds,2009,action,Activision,0.15,0.03,0.0,0.02,0.2,12.99,2598000.0000000005
6843,7714,Jikkyou Powerful Pro Yakyuu 2011,psp,2011,sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,16.18,3236000.0
6844,7716,Baldur's Gate: Dark Alliance,xb,2002,role-playing,Virgin Interactive,0.15,0.04,0.0,0.01,0.2,9.99,1998000.0000000002
6845,7717,Family Guy,psp,2006,action,Take-Two Interactive,0.18,0.0,0.0,0.02,0.2,16.18,3236000.0
6846,7718,Prince of Persia: Warrior Within,gc,2004,action,Ubisoft,0.15,0.04,0.0,0.01,0.2,33.64,6728000.000000001
6847,7719,UFC: Tapout,xb,2002,fighting,Crave Entertainment,0.14,0.05,0.0,0.01,0.2,9.99,1998000.0000000002
6848,7720,Aikatsu! Cinderella Lesson,3ds,2012,role-playing,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,24.34,4868000.0
6849,7721,Marvel Super Hero Squad: Comic Combat,wii,2011,action,THQ,0.15,0.03,0.0,0.01,0.2,10.18,2036000.0
6850,7723,Mega Man Legacy Collection,3ds,2016,platform,Capcom,0.13,0.0,0.05,0.02,0.2,24.34,4868000.0
6851,7724,Predator: Concrete Jungle,ps2,2005,action,Vivendi Games,0.1,0.07,0.0,0.03,0.2,13.45,2690000.0
6852,7725,Beyblade: Metal Fusion - Battle Fortress,wii,2009,action,Konami Digital Entertainment,0.15,0.0,0.03,0.01,0.2,10.18,2036000.0
6853,7726,WipeOut 3 The Game,3ds,2012,action,Activision,0.18,0.0,0.0,0.01,0.2,24.34,4868000.0
6854,7727,Big Mutha Truckers 2,ps2,2005,racing,Xplosiv,0.1,0.07,0.0,0.03,0.2,13.45,2690000.0
6855,7728,Shutter Island,pc,2009,adventure,Merscom LLC,0.0,0.17,0.0,0.03,0.2,13.28,2656000.0
6856,7730,Demon Gaze,psv,2013,role-playing,Nippon Ichi Software,0.06,0.03,0.08,0.02,0.2,46.26,9252000.0
